"","MEMBERSHIP_ID","tot_mem","COHORT_MONTH","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"6696",168996,352.82,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-01-05","2018-01-05","2019-01-21","PLUS","BASE","N","2017-11-20","N","N"
"6697",134774,352.66,"2018-01",2,"SAVINGS","2012-09-07","3+","UNRENEWED","2017-03-04","?","2018-01-26","BASE","?","N","?","N","N"
"6698",166474,352.56,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-21","PLUS","PLUS","Y","2015-11-01","N","N"
"6699",236648,352.33,"2018-01",2,"SAVINGS","2017-01-22","1","RENEWED BASE","2018-01-22","2018-01-22","2019-01-22","BASE","BASE","N","?","Y","N"
"6700",146983,352.05,"2018-01",2,"SAVINGS","2013-07-05","3+","RENEWED BASE","2017-01-11","2018-02-03","2019-02-03","BASE","BASE","N","?","N","N"
"6701",126412,352,"2018-01",2,"SAVINGS","2012-01-10","3+","RENEWED BASE","2017-12-16","2017-12-16","2019-01-10","BASE","BASE","Y","2018-08-21","N","N"
"6702",228289,351.87,"2018-01",2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-01-18","2018-01-18","2019-01-18","BASE","BASE","N","?","Y","N"
"6703",136915,351.55,"2018-01",2,"SAVINGS","1999-01-31","3+","RENEWED BASE","2018-01-31","2018-01-28","2019-01-31","BASE","BASE","N","?","Y","N"
"6704",24451,351.31,"2018-01",2,"SAVINGS","1991-09-03","3+","RENEWED BASE","2017-11-30","2017-11-30","2019-01-09","BASE","BASE","N","?","Y","N"
"6705",120050,350.31,"2018-01",2,"SAVINGS","2011-05-27","3+","UNRENEWED","2017-01-29","?","2018-01-29","BASE","?","N","?","N","N"
"6706",187573,349.69,"2018-01",2,"SAVINGS","2016-01-02","2","RENEWED BASE","2017-12-18","2017-12-18","2019-01-02","BASE","BASE","N","?","N","N"
"6707",82677,349.18,"2018-01",2,"SAVINGS","2008-01-30","3+","RENEWED BASE","2018-02-02","2018-02-02","2019-01-30","BASE","BASE","N","?","N","N"
"6708",150959,348.51,"2018-01",2,"SAVINGS","2013-11-24","3+","RENEWED PLUS","2018-01-04","2018-01-04","2019-01-25","PLUS","PLUS","Y","2014-11-25","N","N"
"6709",109398,348.32,"2018-01",2,"SAVINGS","2010-08-31","3+","RENEWED BASE","2017-01-16","2018-02-15","2019-02-15","BASE","BASE","N","?","N","N"
"6710",188345,347.93,"2018-01",2,"SAVINGS","2016-01-03","2","RENEWED BASE","2018-02-16","2018-02-16","2019-01-03","BASE","BASE","N","?","N","N"
"6711",211047,347.72,"2018-01",2,"SAVINGS","2017-01-04","1","RENEWED BASE","2018-08-04","2018-08-04","2019-08-04","BASE","BASE","N","?","N","N"
"6712",213087,347.72,"2018-01",2,"SAVINGS","2017-01-06","1","UNRENEWED","2017-01-06","?","2018-01-06","BASE","?","N","?","N","N"
"6713",17052,347.67,"2018-01",2,"SAVINGS","2002-01-23","3+","RENEWED BASE","2018-02-28","2018-02-28","2019-01-23","BASE","BASE","N","?","N","N"
"6714",120766,347.44,"2018-01",3,"BUSINESS","1995-12-18","3+","UNRENEWED","2017-01-26","?","2018-01-29","BASE","?","N","2014-11-29","N","N"
"6715",103295,347.07,"2018-01",2,"SAVINGS","2010-01-11","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-11","PLUS","PLUS","Y","?","N","Y"
"6716",53539,346.31,"2018-01",2,"SAVINGS","2005-01-29","3+","RENEWED BASE","2018-01-29","2018-01-26","2019-01-29","BASE","BASE","N","?","Y","N"
"6717",83874,346.23,"2018-01",3,"BUSINESS","2008-03-30","3+","UNRENEWED","2017-03-25","?","2018-01-25","BASE","?","N","?","N","N"
"6718",33789,346.1,"2018-01",3,"BUSINESS","1992-01-07","3+","RENEWED BASE","2018-05-12","2018-05-12","2019-05-12","BASE","BASE","N","?","N","N"
"6719",240795,345.85,"2018-01",2,"SAVINGS","2017-01-25","1","UNRENEWED","2017-01-25","?","2018-01-25","BASE","?","N","?","N","N"
"6720",205903,345.36,"2018-01",3,"BUSINESS","2017-01-18","1","RENEWED PLUS","2018-03-23","2018-03-23","2019-03-23","PLUS","PLUS","Y","?","N","N"
"6721",156044,344.51,"2018-01",2,"SAVINGS","2014-01-15","3+","UNRENEWED","2016-12-08","?","2018-01-15","BASE","?","N","?","N","N"
"6722",234774,344.28,"2018-01",2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","PLUS","?","Y","?","N","N"
"6723",91315,344.25,"2018-01",3,"BUSINESS","2009-01-12","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-12","BASE","BASE","N","?","Y","N"
"6724",63733,343.79,"2018-01",2,"SAVINGS","2006-01-30","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-30","BASE","BASE","N","?","N","N"
"6725",248172,343.68,"2018-01",2,"SAVINGS","2017-01-30","1","UNRENEWED","2017-01-30","?","2018-01-30","BASE","?","N","?","N","N"
"6726",62031,343.63,"2018-01",2,"SAVINGS","2006-01-21","3+","RENEWED BASE","2018-02-01","2018-01-18","2018-01-31","BASE","BASE","N","2016-05-05","N","N"
"6727",203266,343.58,"2018-01",2,"SAVINGS","2016-01-31","2","RENEWED BASE","2018-01-31","2018-01-31","2019-01-31","BASE","BASE","N","?","Y","N"
"6728",227421,342.79,"2018-01",2,"SAVINGS","2017-01-15","1","UNRENEWED","2017-01-15","?","2018-01-15","PLUS","?","Y","2017-11-24","N","N"
"6729",12725,342.14,"2018-01",2,"SAVINGS","2001-10-16","3+","RENEWED BASE","2018-02-15","2017-12-06","2018-01-02","BASE","BASE","N","2011-08-23","N","N"
"6730",212042,341.81,"2018-01",2,"SAVINGS","2017-01-05","1","UNRENEWED","2017-01-05","?","2018-01-05","BASE","?","N","?","N","N"
"6731",165968,341.65,"2018-01",2,"SAVINGS","1998-12-20","3+","RENEWED BASE","2009-02-14","2018-03-02","2010-11-17","BASE","BASE","N","?","N","N"
"6732",213145,341.45,"2018-01",2,"SAVINGS","2017-01-06","1","UNRENEWED","2017-01-06","?","2018-01-06","PLUS","?","Y","?","N","N"
"6733",234571,341.42,"2018-01",2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-04-29","2018-04-29","2019-04-29","BASE","BASE","N","?","N","N"
"6734",94883,341.23,"2018-01",2,"SAVINGS","2009-01-29","3+","RENEWED BASE","2018-01-09","2018-01-09","2019-01-29","BASE","BASE","N","2014-11-24","N","N"
"6735",165138,341.1,"2018-01",2,"SAVINGS","2014-08-22","3+","RENEWED BASE","2018-05-25","2018-05-25","2019-05-25","BASE","BASE","N","?","N","N"
"6736",60368,340.82,"2018-01",3,"BUSINESS","2006-01-03","3+","RENEWED BASE","2017-12-02","2017-12-02","2019-01-03","BASE","BASE","N","?","N","N"
"6737",31311,340.8,"2018-01",2,"SAVINGS","2003-01-17","3+","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"6738",212893,340.63,"2018-01",2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-03-02","2018-03-02","2019-01-25","BASE","BASE","N","?","N","N"
"6739",131764,340.37,"2018-01",3,"BUSINESS","2012-03-21","3+","RENEWED BASE","2018-03-12","2018-03-12","2019-01-31","BASE","BASE","N","2016-07-06","N","N"
"6740",24734,338.76,"2018-01",3,"BUSINESS","1993-01-01","3+","RENEWED BASE","2017-12-29","2017-12-29","2019-01-01","BASE","BASE","N","?","N","N"
"6741",45102,338.54,"2018-01",2,"SAVINGS","1992-01-01","3+","RENEWED BASE","2017-11-27","2017-11-27","2019-01-01","BASE","BASE","N","?","N","N"
"6742",85887,338.25,"2018-01",2,"SAVINGS","1994-09-19","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-12","PLUS","PLUS","Y","2016-01-12","N","N"
"6743",223020,338.15,"2018-01",2,"SAVINGS","2017-01-13","1","UNRENEWED","2018-03-06","?","2018-03-05","BASE","?","N","?","N","N"
"6744",181676,337.4,"2018-01",2,"SAVINGS","2015-01-31","3","RENEWED PLUS","2018-01-31","2018-01-28","2019-01-31","PLUS","PLUS","Y","?","Y","N"
"6745",8354,336.84,"2018-01",2,"SAVINGS","2001-01-17","3+","UNRENEWED","2017-01-02","?","2018-01-17","PLUS","?","Y","2010-08-17","N","N"
"6746",143858,336.11,"2018-01",2,"SAVINGS","2013-01-27","3+","UNRENEWED","2017-01-30","?","2018-01-27","PLUS","?","Y","2015-03-28","N","N"
"6747",127368,335.83,"2018-01",2,"SAVINGS","2012-01-14","3+","RENEWED BASE","2017-10-05","2017-10-05","2019-01-02","BASE","BASE","N","2016-12-11","N","N"
"6748",127845,335.59,"2018-01",2,"SAVINGS","2012-01-17","3+","RENEWED BASE","2018-01-17","2018-01-14","2019-01-17","BASE","BASE","N","?","Y","N"
"6749",161629,335.23,"2018-01",2,"SAVINGS","2014-03-19","3+","UNRENEWED","2017-01-19","?","2018-01-19","BASE","?","N","?","N","N"
"6750",47722,335.2,"2018-01",3,"BUSINESS","1993-10-02","3+","UNRENEWED","2017-01-01","?","2018-01-09","PLUS","?","Y","2013-08-20","N","N"
"6751",192025,334.52,"2018-01",2,"SAVINGS","2016-01-09","2","UNRENEWED","2017-01-14","?","2018-01-09","BASE","?","N","?","N","N"
"6752",17569,333.92,"2018-01",3,"BUSINESS","2002-01-27","3+","RENEWED BASE","2018-01-27","2018-01-24","2019-01-27","BASE","BASE","N","2010-02-11","Y","N"
"6753",185987,333.85,"2018-01",2,"SAVINGS","2015-11-10","3","RENEWED BASE","2018-04-06","2018-04-06","2019-04-06","BASE","BASE","N","?","N","N"
"6754",108534,332.83,"2018-01",2,"SAVINGS","2010-07-07","3+","RENEWED BASE","2018-03-05","2018-03-05","2019-01-07","BASE","BASE","N","?","N","N"
"6755",39147,331.92,"2018-01",3,"BUSINESS","1991-12-24","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-11","BASE","BASE","N","?","Y","N"
"6756",3647,330.3,"2018-01",2,"SAVINGS","2000-01-27","3+","RENEWED BASE","2018-05-07","2018-01-22","2018-05-06","BASE","BASE","N","?","N","N"
"6757",45747,329.53,"2018-01",3,"BUSINESS","2004-06-04","3+","RENEWED BASE","2018-02-21","2018-02-21","2019-01-15","BASE","BASE","N","?","N","N"
"6758",187840,328.9,"2018-01",2,"SAVINGS","2016-01-02","2","UNRENEWED","2016-12-21","?","2018-01-02","BASE","?","N","?","N","N"
"6759",125435,328.7,"2018-01",2,"SAVINGS","2012-01-05","3+","RENEWED BASE","2018-01-04","2018-01-04","2019-01-05","BASE","BASE","N","?","N","N"
"6760",222042,328.45,"2018-01",2,"SAVINGS","2017-01-12","1","RENEWED BASE","2018-01-12","2018-01-09","2019-01-12","BASE","BASE","Y","2018-07-17","Y","N"
"6761",182010,328.27,"2018-01",2,"SAVINGS","2015-02-27","3","RENEWED BASE","2017-12-16","2017-12-16","2019-01-06","BASE","BASE","N","?","Y","N"
"6762",128927,328.04,"2018-01",2,"SAVINGS","2012-01-22","3+","RENEWED BASE","2018-01-22","2018-01-19","2019-01-22","BASE","BASE","N","?","Y","N"
"6763",10147,327.53,"2018-01",3,"BUSINESS","2001-02-20","3+","RENEWED BASE","2018-01-28","2018-01-28","2019-01-08","BASE","BASE","N","?","N","N"
"6764",162506,327.16,"2018-01",2,"SAVINGS","2014-04-26","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-17","BASE","BASE","N","?","N","N"
"6765",151777,326.97,"2018-01",2,"SAVINGS","2014-01-22","3+","RENEWED BASE","2018-01-22","2018-01-19","2019-01-22","BASE","BASE","N","?","Y","N"
"6766",83602,326.49,"2018-01",3,"BUSINESS","1993-10-31","3+","RENEWED BASE","2018-01-26","2018-01-26","2019-01-21","BASE","BASE","N","?","N","N"
"6767",62416,326.41,"2018-01",2,"SAVINGS","2006-01-20","3+","RENEWED BASE","2016-12-10","2017-12-20","2019-01-20","BASE","BASE","N","?","Y","N"
"6768",173558,326.18,"2018-01",2,"SAVINGS","2015-01-10","3+","RENEWED BASE","2018-03-18","2018-03-18","2019-01-21","BASE","BASE","N","?","N","N"
"6769",149841,326.13,"2018-01",3,"BUSINESS","2013-10-25","3+","RENEWED BASE","2018-02-01","2018-02-01","2019-01-23","BASE","BASE","N","2014-08-02","N","N"
"6770",179181,326.09,"2018-01",2,"SAVINGS","2015-01-24","3","RENEWED BASE","2018-02-10","2018-02-10","2019-01-24","BASE","BASE","N","?","N","N"
"6771",202399,325.88,"2018-01",2,"SAVINGS","2016-01-30","2","RENEWED PLUS","2018-05-10","2018-05-10","2019-05-10","PLUS","PLUS","Y","?","N","N"
"6772",212853,325.86,"2018-01",2,"SAVINGS","2017-01-06","1","UNRENEWED","2017-01-06","?","2018-01-06","BASE","?","N","?","N","N"
"6773",146063,325.54,"2018-01",2,"SAVINGS","2013-04-26","3+","RENEWED BASE","2018-02-25","2018-02-25","2019-01-31","PLUS","BASE","N","2017-10-06","Y","N"
"6774",91031,324.85,"2018-01",2,"SAVINGS","2009-01-10","3+","RENEWED BASE","2018-01-10","2018-01-07","2019-01-10","BASE","BASE","N","2013-11-16","Y","N"
"6775",167487,324.25,"2018-01",2,"SAVINGS","1999-01-27","3+","UNRENEWED","2017-01-25","?","2018-01-27","PLUS","?","Y","2013-01-17","N","N"
"6776",167158,324.11,"2018-01",2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-01-14","2018-01-14","2019-01-21","BASE","BASE","N","?","N","N"
"6777",117212,323.89,"2018-01",2,"SAVINGS","2011-01-27","3+","RENEWED BASE","2018-01-27","2018-01-24","2019-01-27","BASE","BASE","N","2014-09-09","Y","N"
"6778",176042,323.22,"2018-01",2,"SAVINGS","2015-01-16","3","UNRENEWED","2016-12-03","?","2018-01-16","BASE","?","N","?","N","N"
"6779",179092,323.19,"2018-01",2,"SAVINGS","2015-01-24","3","RENEWED BASE","2017-12-30","2017-12-30","2019-01-24","BASE","BASE","N","?","N","N"
"6780",23170,321.81,"2018-01",2,"SAVINGS","1991-12-14","3+","RENEWED BASE","2014-12-05","2017-12-26","2019-01-19","BASE","BASE","N","?","N","N"
"6781",245318,321.05,"2018-01",3,"BUSINESS","2017-01-28","1","RENEWED BASE","2018-01-24","2018-01-24","2019-01-28","PLUS","BASE","N","?","N","N"
"6782",32976,321.05,"2018-01",2,"SAVINGS","1991-05-08","3+","UNRENEWED","2016-12-13","?","2018-01-19","BASE","?","N","?","N","N"
"6783",243900,320.9,"2018-01",3,"BUSINESS","2017-01-27","1","UNRENEWED","2016-01-27","?","2017-01-27","PLUS","?","N","?","N","N"
"6784",14789,320.87,"2018-01",2,"SAVINGS","2002-01-05","3+","RENEWED BASE","2018-01-05","2018-01-02","2019-01-05","BASE","BASE","N","?","Y","N"
"6785",110088,319.67,"2018-01",2,"SAVINGS","2010-10-02","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-15","BASE","BASE","N","?","N","N"
"6786",125413,319.48,"2018-01",2,"SAVINGS","1996-10-23","3+","RENEWED BASE","2017-12-10","2017-12-10","2019-04-21","BASE","BASE","N","2013-08-03","N","N"
"6787",115917,319.23,"2018-01",2,"SAVINGS","2011-01-20","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-20","PLUS","PLUS","Y","?","N","Y"
"6788",122322,318.7,"2018-01",2,"SAVINGS","2011-10-02","3+","RENEWED BASE","2018-03-04","2018-03-04","2019-01-29","BASE","BASE","N","2016-09-25","N","N"
"6789",247752,318.68,"2018-01",2,"SAVINGS","2017-01-30","1","UNRENEWED","2017-01-30","?","2017-08-19","BASE","?","N","?","N","N"
"6790",205276,318.37,"2018-01",2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-05-17","2018-05-17","2019-05-17","BASE","BASE","N","?","N","N"
"6791",190536,317.8,"2018-01",2,"SAVINGS","2016-01-07","2","RENEWED BASE","2018-04-09","2018-04-09","2019-04-09","BASE","BASE","N","?","N","N"
"6792",190280,317.02,"2018-01",2,"SAVINGS","2016-01-07","2","RENEWED BASE","2018-05-11","2018-05-11","2019-05-11","BASE","BASE","N","?","N","N"
"6793",103694,316.97,"2018-01",2,"SAVINGS","2010-01-14","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-14","BASE","BASE","N","?","N","Y"
"6794",246065,315.87,"2018-01",2,"SAVINGS","2017-01-28","1","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","?","N","N"
"6795",11101,315.29,"2018-01",3,"BUSINESS","1992-01-27","3+","RENEWED PLUS","2018-01-18","2018-01-18","2019-01-27","PLUS","PLUS","Y","2011-01-18","N","N"
"6796",93016,315.15,"2018-01",3,"BUSINESS","2009-01-19","3+","RENEWED PLUS","2018-02-02","2018-01-16","2018-02-01","PLUS","PLUS","Y","?","N","N"
"6797",87464,313.78,"2018-01",2,"SAVINGS","2008-10-24","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-02","PLUS","PLUS","N","2016-01-26","N","N"
"6798",236100,313.45,"2018-01",2,"SAVINGS","2017-01-22","1","UNRENEWED","2017-01-22","?","2018-01-22","BASE","?","N","?","N","N"
"6799",15346,313.36,"2018-01",2,"SAVINGS","2002-01-09","3+","RENEWED PLUS","2018-01-09","2018-01-06","2019-01-09","PLUS","PLUS","Y","2015-08-14","Y","N"
"6800",130968,313.18,"2018-01",2,"SAVINGS","2012-02-13","3+","RENEWED BASE","2018-03-01","2018-03-01","2019-01-30","PLUS","BASE","N","2015-01-30","N","N"
"6801",217742,312.64,"2018-01",2,"SAVINGS","2017-01-09","1","RENEWED BASE","2018-02-11","2018-02-11","2019-01-09","BASE","BASE","N","?","N","N"
"6802",235553,311.78,"2018-01",2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"6803",74855,311.49,"2018-01",3,"BUSINESS","1994-08-30","3+","RENEWED BASE","2018-04-26","2018-04-26","2019-04-26","BASE","BASE","N","?","N","N"
"6804",234283,311.16,"2018-01",2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-03-04","2018-03-04","2019-01-21","BASE","BASE","N","?","N","N"
"6805",235672,310.67,"2018-01",3,"BUSINESS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"6806",164569,309.6,"2018-01",2,"SAVINGS","2014-08-01","3+","RENEWED BASE","2018-01-31","2018-01-28","2019-01-31","BASE","BASE","N","?","Y","N"
"6807",208411,309.33,"2018-01",2,"SAVINGS","2017-01-02","1","UNRENEWED","2017-01-02","?","2018-01-02","BASE","?","N","?","N","N"
"6808",239414,309.22,"2018-01",3,"BUSINESS","2017-01-24","1","UNRENEWED","2017-01-24","?","2018-01-24","PLUS","?","Y","2017-01-28","N","N"
"6809",194045,309.1,"2018-01",3,"BUSINESS","2016-01-13","2","RENEWED BASE","2018-03-11","2018-03-11","2019-01-13","BASE","BASE","N","?","N","N"
"6810",235376,309.09,"2018-01",2,"SAVINGS","2017-01-21","1","RENEWED BASE","2018-01-21","2018-01-21","2019-01-21","BASE","BASE","N","?","Y","N"
"6811",199248,309.02,"2018-01",2,"SAVINGS","2016-01-23","2","UNRENEWED","2017-02-18","?","2017-06-20","BASE","?","N","?","N","N"
"6812",182627,308.92,"2018-01",3,"BUSINESS","2015-05-14","3","UNRENEWED","2017-01-30","?","2018-01-30","BASE","?","N","?","N","N"
"6813",234715,307.74,"2018-01",2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"6814",150460,307.34,"2018-01",2,"SAVINGS","2013-11-14","3+","RENEWED BASE","2018-05-01","2018-05-01","2019-05-01","BASE","BASE","N","?","N","N"
"6815",105937,307.34,"2018-01",2,"SAVINGS","2010-01-27","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-27","BASE","BASE","N","2014-10-27","N","N"
"6816",189882,306.82,"2018-01",2,"SAVINGS","2016-01-06","2","RENEWED BASE","2018-02-10","2018-02-10","2019-01-06","BASE","BASE","N","?","N","N"
"6817",27732,306.59,"2018-01",3,"BUSINESS","2002-11-07","3+","UNRENEWED","2017-01-18","?","2018-01-18","BASE","?","N","?","N","N"
"6818",43211,306.13,"2018-01",2,"SAVINGS","2004-01-29","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-30","BASE","BASE","N","?","N","N"
"6819",119755,305.68,"2018-01",2,"SAVINGS","1996-02-01","3+","RENEWED BASE","2018-01-31","2018-01-28","2019-01-31","BASE","BASE","N","2014-11-26","Y","N"
"6820",197687,305.58,"2018-01",2,"SAVINGS","2016-01-20","2","RENEWED BASE","2017-12-13","2017-12-13","2019-01-20","BASE","BASE","N","?","N","N"
"6821",87048,305.51,"2018-01",2,"SAVINGS","1996-05-11","3+","RENEWED BASE","2018-03-25","2018-03-25","2019-03-25","BASE","BASE","N","?","N","N"
"6822",30337,305.23,"2018-01",2,"SAVINGS","2003-01-11","3+","RENEWED BASE","2017-12-03","2017-12-03","2019-01-11","BASE","BASE","N","?","N","N"
"6823",150904,304.93,"2018-01",2,"SAVINGS","2013-11-23","3+","RENEWED BASE","2018-03-14","2018-03-14","2019-01-24","BASE","BASE","N","?","Y","N"
"6824",207832,304.81,"2018-01",2,"SAVINGS","2017-01-18","1","UNRENEWED","2017-01-18","?","2018-01-18","BASE","?","N","?","N","N"
"6825",54260,304.35,"2018-01",3,"BUSINESS","2005-02-19","3+","RENEWED BASE","2018-04-30","2018-04-30","2019-04-30","BASE","BASE","N","?","N","N"
"6826",186010,304.09,"2018-01",2,"SAVINGS","2015-11-10","3","UNRENEWED","2017-01-03","?","2018-01-03","PLUS","?","Y","2017-08-04","N","N"
"6827",153787,303.93,"2018-01",2,"SAVINGS","2014-01-08","3+","UNRENEWED","2017-01-17","?","2018-01-17","BASE","?","N","?","N","N"
"6828",78203,303.6,"2018-01",2,"SAVINGS","2007-12-02","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","2011-09-29","Y","N"
"6829",147923,303.42,"2018-01",2,"SAVINGS","2013-08-18","3+","UNRENEWED","2017-01-03","?","2018-01-03","BASE","?","N","?","N","N"
"6830",237956,302.91,"2018-01",2,"SAVINGS","2017-01-23","1","RENEWED BASE","2017-12-29","2017-12-29","2019-01-23","BASE","BASE","N","?","N","N"
"6831",156117,302.16,"2018-01",3,"BUSINESS","2014-01-15","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-15","BASE","BASE","N","2014-05-14","N","N"
"6832",28428,302.01,"2018-01",2,"SAVINGS","1992-01-25","3+","RENEWED BASE","2018-01-13","2018-01-13","2019-01-25","BASE","BASE","N","?","N","N"
"6833",233623,301.81,"2018-01",2,"SAVINGS","2017-01-20","1","UNRENEWED","2017-01-20","?","2018-01-20","BASE","?","N","?","N","N"
"6834",103268,301.18,"2018-01",3,"BUSINESS","2010-01-11","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-11","BASE","BASE","N","?","N","N"
"6835",167104,301.12,"2018-01",2,"SAVINGS","2014-10-11","3+","UNRENEWED","2017-01-20","?","2018-01-20","BASE","?","N","?","N","N"
"6836",46603,301.02,"2018-01",2,"SAVINGS","2004-07-24","3+","RENEWED PLUS","2018-02-05","2017-12-13","2018-02-04","PLUS","PLUS","Y","2013-01-27","N","N"
"6837",239045,300.38,"2018-01",2,"SAVINGS","2017-01-24","1","RENEWED BASE","2018-02-05","2018-02-05","2019-01-24","BASE","BASE","N","?","N","N"
"6838",65746,300.09,"2018-01",2,"SAVINGS","1994-08-09","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-27","BASE","BASE","N","?","N","N"
"6839",108127,300.06,"2018-01",2,"SAVINGS","2010-06-01","3+","UNRENEWED","2017-01-28","?","2018-01-18","BASE","?","N","?","N","N"
"6840",64970,300.04,"2018-01",3,"BUSINESS","1994-01-27","3+","RENEWED BASE","2018-02-07","2018-02-07","2019-01-27","BASE","BASE","N","?","N","N"
"6841",230688,299.17,"2018-01",3,"BUSINESS","2017-01-18","1","UNRENEWED","2017-01-18","?","2018-01-18","PLUS","?","Y","?","N","N"
"6842",44936,299.09,"2018-01",2,"SAVINGS","2004-04-10","3+","UNRENEWED","2017-01-14","?","2018-01-14","BASE","?","N","2010-05-06","N","N"
"6843",192551,298.57,"2018-01",2,"SAVINGS","2016-01-10","2","RENEWED BASE","2018-01-10","2018-01-10","2019-01-10","BASE","BASE","N","?","Y","N"
"6844",179399,298.38,"2018-01",2,"SAVINGS","2015-01-25","3","UNRENEWED","2017-02-05","?","2018-01-25","BASE","?","N","?","N","N"
"6845",206108,298.38,"2018-01",2,"SAVINGS","2017-01-18","1","UNRENEWED","2017-01-18","?","2018-01-18","BASE","?","N","?","N","N"
"6846",161147,298.21,"2018-01",2,"SAVINGS","2014-02-08","3+","UNRENEWED","2017-01-12","?","2018-01-12","BASE","?","N","?","N","N"
"6847",6124,297.51,"2018-01",3,"BUSINESS","2000-10-26","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-11","BASE","BASE","N","2014-11-07","N","N"
"6848",111618,297.26,"2018-01",2,"SAVINGS","2010-11-23","3+","RENEWED BASE","2018-05-25","2018-05-25","2019-05-25","BASE","BASE","N","2011-07-21","N","N"
"6849",78017,297.08,"2018-01",2,"SAVINGS","2007-11-23","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-18","BASE","BASE","N","?","Y","N"
"6850",215725,296.68,"2018-01",2,"SAVINGS","2017-01-08","1","RENEWED BASE","2018-01-08","2018-01-08","2019-01-08","BASE","BASE","N","?","Y","N"
"6851",183337,296.33,"2018-01",2,"SAVINGS","2015-08-05","3","UNRENEWED","2017-01-09","?","2018-01-09","BASE","?","N","?","N","N"
"6852",164927,296.14,"2018-01",2,"SAVINGS","2014-08-15","3+","RENEWED BASE","2018-02-27","2018-02-27","2019-01-07","BASE","BASE","Y","2018-04-20","N","N"
"6853",22382,296.02,"2018-01",3,"BUSINESS","1992-01-10","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-10","BASE","BASE","N","?","Y","N"
"6854",232200,295.75,"2018-01",3,"BUSINESS","2017-01-19","1","UNRENEWED","2017-01-19","?","2018-01-19","PLUS","?","Y","?","N","N"
"6855",57817,295.61,"2018-01",3,"BUSINESS","2005-10-06","3+","RENEWED PLUS","2018-01-16","2018-01-16","2019-01-03","PLUS","PLUS","Y","2016-06-20","N","N"
"6856",124400,295.54,"2018-01",2,"SAVINGS","1996-01-23","3+","UNRENEWED","2016-12-30","?","2018-01-22","BASE","?","N","2011-11-15","N","N"
"6857",186249,294.31,"2018-01",2,"SAVINGS","2015-11-16","3","RENEWED BASE","2018-01-28","2018-01-28","2019-01-05","BASE","BASE","N","?","N","N"
"6858",209607,293.4,"2018-01",2,"SAVINGS","2017-01-02","1","RENEWED BASE","2018-01-03","2018-01-03","2019-01-02","BASE","BASE","N","?","N","N"
"6859",223819,292.52,"2018-01",2,"SAVINGS","2017-01-13","1","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"6860",57216,292.34,"2018-01",3,"BUSINESS","1992-02-05","3+","RENEWED BASE","2018-01-13","2018-01-13","2019-01-15","BASE","BASE","N","?","N","N"
