"COHORT_MONTH","MEMBERSHIP_ID","MEMBERSHIP_TYPE_CODE","MEMBERSHIP_TYPE_DESC","JOIN_DATE","TENURE_GRP","RENEW_IND","LAST_RENEW_DATE","RENEW_DATE","NEXT_RENEW_DATE","PLUS_STATUS_BEFORE_REN","PLUS_STATUS_AFTER_REN","PLUS_MEMBERSHIP_IND","PLUS_UPGRADE_DATE","autorenew_ind","payroll_deduct_ind"
"2018-01",231984,2,"SAVINGS","2017-01-19","1","UNRENEWED","2017-01-19","?","2018-01-19","BASE","?","N","?","N","N"
"2018-01",132376,2,"SAVINGS","2012-04-14","3+","UNRENEWED","2017-02-02","?","2019-08-31","PLUS","?","Y","2015-09-26","N","N"
"2018-01",37200,2,"SAVINGS","2003-09-05","3+","RENEWED BASE","2018-01-23","2018-01-23","2019-01-21","BASE","BASE","N","2014-11-24","N","N"
"2018-01",4940,3,"BUSINESS","2000-06-06","3+","RENEWED BASE","2018-04-20","2018-04-20","2019-04-20","PLUS","BASE","N","2015-10-17","N","N"
"2018-01",216863,2,"SAVINGS","2017-01-09","1","RENEWED BASE","2018-01-09","2018-01-06","2019-01-09","BASE","BASE","N","?","Y","N"
"2018-01",37570,3,"BUSINESS","2003-09-24","3+","RENEWED PLUS","2017-12-28","2017-12-28","2019-01-21","PLUS","PLUS","Y","2012-11-05","N","N"
"2018-01",34304,3,"BUSINESS","1992-01-30","3+","RENEWED BASE","2018-01-23","2018-01-23","2019-01-30","BASE","BASE","N","?","N","N"
"2018-01",12273,3,"BUSINESS","1991-11-16","3+","RENEWED BASE","2018-01-26","2018-01-26","2019-01-26","BASE","BASE","N","?","Y","N"
"2018-01",109381,2,"SAVINGS","1997-07-15","3+","RENEWED PLUS","2017-11-20","2017-11-20","2019-01-09","PLUS","PLUS","Y","2017-11-04","N","N"
"2018-01",168414,2,"SAVINGS","2015-01-21","3","RENEWED BASE","2017-12-13","2017-12-13","2019-01-21","BASE","BASE","N","2015-11-27","N","N"
"2018-01",47769,3,"BUSINESS","1993-01-13","3+","RENEWED PLUS","2017-12-12","2017-12-12","2019-01-13","PLUS","PLUS","Y","2013-09-23","N","N"
"2018-01",199042,2,"SAVINGS","2016-01-23","2","UNRENEWED","2017-02-16","?","2017-02-15","PLUS","?","Y","?","N","N"
"2018-01",9916,3,"BUSINESS","2001-01-31","3+","RENEWED BASE","2018-01-15","2018-01-15","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",162506,2,"SAVINGS","2014-04-26","3+","RENEWED BASE","2017-12-27","2017-12-27","2019-01-17","BASE","BASE","N","?","N","N"
"2018-01",218646,2,"SAVINGS","2017-01-10","1","UNRENEWED","2017-01-10","?","2018-01-10","PLUS","?","Y","?","N","N"
"2018-01",205170,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-01-25","2018-01-25","2019-01-25","BASE","BASE","N","?","Y","N"
"2018-01",113114,3,"BUSINESS","2011-01-06","3+","RENEWED PLUS","2017-12-29","2017-12-29","2019-01-06","PLUS","PLUS","Y","2014-06-12","N","N"
"2018-01",63147,2,"SAVINGS","2006-01-26","3+","RENEWED BASE","2018-01-26","2018-01-23","2019-01-26","BASE","BASE","N","?","Y","N"
"2018-01",141101,2,"SAVINGS","2013-01-15","3+","RENEWED BASE","2018-01-19","2018-01-19","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",237392,3,"BUSINESS","2017-01-23","1","RENEWED BASE","2018-03-15","2018-03-15","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",187899,2,"SAVINGS","2016-01-02","2","RENEWED BASE","2018-01-14","2018-01-14","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",8542,2,"SAVINGS","2001-01-19","3+","RENEWED BASE","2018-02-14","2018-02-14","2019-01-19","BASE","BASE","N","2012-11-16","N","N"
"2018-01",4369,3,"BUSINESS","2000-03-21","3+","RENEWED BASE","2018-01-31","2018-01-31","2019-01-27","BASE","BASE","N","?","N","N"
"2018-01",22056,3,"BUSINESS","1993-01-26","3+","UNRENEWED","2017-02-06","?","2018-01-30","BASE","?","N","2015-03-09","N","N"
"2018-01",162368,3,"BUSINESS","1998-01-26","3+","RENEWED PLUS","2018-01-02","2018-01-02","2019-01-26","PLUS","PLUS","Y","2014-04-09","N","N"
"2018-01",111611,3,"BUSINESS","2010-11-22","3+","RENEWED PLUS","2018-01-19","2018-01-19","2019-01-19","PLUS","PLUS","Y","2013-08-14","Y","N"
"2018-01",220989,3,"BUSINESS","2017-01-12","1","UNRENEWED","2017-01-12","?","2018-01-12","PLUS","?","Y","?","N","N"
"2018-01",210981,2,"SAVINGS","2017-01-04","1","RENEWED PLUS","2018-01-04","2018-01-01","2019-01-04","PLUS","PLUS","Y","2017-06-30","Y","N"
"2018-01",233780,2,"SAVINGS","2017-01-20","1","RENEWED BASE","2018-01-20","2018-01-20","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",193311,2,"SAVINGS","2016-01-12","2","RENEWED PLUS","2018-08-15","2018-08-15","2019-08-15","PLUS","PLUS","Y","?","N","Y"
"2018-01",182679,2,"SAVINGS","2015-05-22","3","RENEWED BASE","2018-01-16","2018-01-16","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",221592,3,"BUSINESS","2017-01-12","1","UNRENEWED","2016-01-12","?","2017-01-12","PLUS","?","N","?","N","N"
"2018-01",193425,3,"BUSINESS","2016-01-12","2","UNRENEWED","2016-12-31","?","2018-01-12","PLUS","?","Y","?","N","N"
"2018-01",1107,2,"SAVINGS","1999-11-18","3+","RENEWED BASE","2018-01-16","2018-01-13","2019-01-16","BASE","BASE","N","?","Y","N"
"2018-01",114375,3,"BUSINESS","2011-01-13","3+","RENEWED BASE","2018-03-26","2018-03-26","2019-03-26","BASE","BASE","N","?","N","N"
"2018-01",172242,2,"SAVINGS","2015-01-06","3","RENEWED BASE","2018-03-30","2018-03-30","2019-03-30","PLUS","BASE","N","2015-11-09","N","N"
"2018-01",159679,2,"SAVINGS","2014-01-26","3+","RENEWED PLUS","2018-01-26","2018-01-23","2019-01-26","PLUS","PLUS","Y","?","Y","N"
"2018-01",52215,2,"SAVINGS","2005-01-18","3+","RENEWED BASE","2018-01-18","2018-01-15","2019-01-18","BASE","BASE","N","2014-08-08","Y","N"
"2018-01",158419,2,"SAVINGS","2014-01-21","3+","RENEWED BASE","2018-02-06","2018-02-06","2019-01-21","BASE","BASE","N","2015-11-29","N","N"
"2018-01",191304,3,"BUSINESS","2016-01-08","2","RENEWED PLUS","2018-05-05","2018-05-05","2019-05-05","PLUS","PLUS","Y","2016-01-29","N","N"
"2018-01",87940,2,"SAVINGS","1996-01-21","3+","RENEWED PLUS","2018-01-26","2018-01-26","2019-01-20","PLUS","PLUS","Y","2014-03-10","N","N"
"2018-01",32491,2,"SAVINGS","2003-01-24","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-24","BASE","BASE","N","2014-10-22","N","N"
"2018-01",124445,2,"SAVINGS","2011-12-18","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-14","PLUS","BASE","N","2017-06-30","N","N"
"2018-01",193699,2,"SAVINGS","2016-01-13","2","RENEWED PLUS","2018-01-11","2018-01-11","2019-01-13","PLUS","PLUS","Y","?","N","N"
"2018-01",158722,2,"SAVINGS","2014-01-23","3+","RENEWED BASE","2018-04-09","2018-04-09","2019-04-09","BASE","BASE","N","?","N","N"
"2018-01",117717,3,"BUSINESS","2011-01-29","3+","RENEWED BASE","2018-01-22","2018-01-22","2019-01-29","BASE","BASE","N","?","N","N"
"2018-01",184791,2,"SAVINGS","2015-10-12","3","UNRENEWED","2018-09-16","?","2019-09-16","BASE","?","N","2015-10-14","N","N"
"2018-01",174506,2,"SAVINGS","2015-01-12","3","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-12","PLUS","PLUS","Y","2015-02-04","N","N"
"2018-01",58906,3,"BUSINESS","1994-01-25","3+","RENEWED BASE","2018-03-02","2018-03-02","2019-01-31","BASE","BASE","N","2013-07-03","N","N"
"2018-01",53,2,"SAVINGS","1999-11-12","3+","RENEWED BASE","2017-12-12","2017-12-12","2019-01-29","BASE","BASE","N","?","N","N"
"2018-01",200134,2,"SAVINGS","2016-01-25","2","RENEWED BASE","2018-01-20","2018-01-20","2019-01-25","BASE","BASE","N","?","N","N"
"2018-01",112438,2,"SAVINGS","2011-01-02","3+","RENEWED PLUS","2018-01-02","2017-12-30","2019-01-02","PLUS","PLUS","Y","2011-09-09","Y","N"
"2018-01",89303,2,"SAVINGS","2008-12-22","3+","RENEWED BASE","2017-12-01","2017-12-01","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",34580,2,"SAVINGS","2003-03-17","3+","RENEWED BASE","2018-01-07","2018-01-07","2019-01-25","BASE","BASE","N","2016-01-24","N","N"
"2018-01",5622,2,"SAVINGS","2000-09-03","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-02","PLUS","PLUS","Y","2016-06-24","N","N"
"2018-01",63634,2,"SAVINGS","2006-01-28","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","2013-07-28","Y","N"
"2018-01",182125,3,"BUSINESS","2015-03-16","3","UNRENEWED","2016-03-28","?","2018-01-10","BASE","?","N","?","N","N"
"2018-01",161533,2,"SAVINGS","1999-01-28","3+","RENEWED BASE","2018-01-28","2018-01-25","2019-01-28","BASE","BASE","N","?","Y","N"
"2018-01",4974,3,"BUSINESS","2000-06-09","3+","RENEWED BASE","2018-03-29","2018-03-29","2019-03-29","BASE","BASE","N","2014-07-28","N","N"
"2018-01",56426,2,"SAVINGS","1992-01-28","3+","RENEWED PLUS","2018-01-28","2018-01-25","2019-01-28","PLUS","PLUS","Y","2012-09-08","Y","N"
"2018-01",177493,2,"SAVINGS","2015-01-20","3","RENEWED BASE","2018-02-01","2018-02-01","2019-01-20","BASE","BASE","N","2015-08-06","N","N"
"2018-01",82744,2,"SAVINGS","2008-01-31","3+","RENEWED BASE","2018-01-30","2018-01-30","2019-01-31","BASE","BASE","Y","2018-08-29","N","N"
"2018-01",243007,2,"SAVINGS","2017-01-27","1","RENEWED BASE","2018-01-27","2018-01-27","2019-01-27","BASE","BASE","N","?","Y","N"
"2018-01",158969,3,"BUSINESS","1997-07-28","3+","RENEWED BASE","2018-03-14","2018-03-14","2019-03-14","BASE","BASE","N","2013-07-12","N","N"
"2018-01",19978,2,"SAVINGS","1992-10-01","3+","UNRENEWED","2017-01-29","?","2018-01-29","BASE","?","N","?","N","N"
"2018-01",167566,2,"SAVINGS","2014-10-18","3+","RENEWED BASE","2018-01-18","2018-01-18","2019-01-13","BASE","BASE","Y","2018-09-02","N","N"
"2018-01",77481,2,"SAVINGS","2007-11-06","3+","RENEWED PLUS","2018-01-30","2018-01-27","2019-01-30","PLUS","PLUS","Y","2013-06-22","Y","N"
"2018-01",243454,3,"BUSINESS","2017-01-27","1","UNRENEWED","2017-01-27","?","2018-01-27","PLUS","?","N","?","N","N"
"2018-01",180845,2,"SAVINGS","2015-01-30","3","RENEWED BASE","2018-01-30","2018-01-27","2019-01-30","BASE","BASE","N","?","Y","N"
"2018-01",65405,2,"SAVINGS","1993-03-06","3+","RENEWED BASE","2018-01-23","2018-01-23","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",229632,2,"SAVINGS","2017-01-17","1","RENEWED BASE","2017-01-17","2017-12-28","2019-01-17","BASE","BASE","N","?","Y","N"
"2018-01",186663,2,"SAVINGS","2015-12-12","3","RENEWED PLUS","2017-12-17","2017-12-17","2019-01-02","PLUS","PLUS","Y","?","N","N"
"2018-01",235800,2,"SAVINGS","2017-01-21","1","UNRENEWED","2017-01-21","?","2018-01-21","BASE","?","N","?","N","N"
"2018-01",179906,2,"SAVINGS","2015-01-27","3","RENEWED BASE","2017-01-31","2018-01-20","2019-01-27","BASE","BASE","Y","2018-06-30","N","N"
"2018-01",167068,2,"SAVINGS","2014-10-10","3+","UNRENEWED","2017-03-26","?","2018-01-28","BASE","?","N","?","N","N"
"2018-01",113274,2,"SAVINGS","2011-01-07","3+","RENEWED PLUS","2018-01-18","2018-01-15","2019-01-18","PLUS","PLUS","Y","2013-11-16","Y","N"
"2018-01",79231,2,"SAVINGS","2008-01-05","3+","RENEWED BASE","2018-01-24","2018-01-24","2019-01-06","BASE","BASE","N","?","N","N"
"2018-01",13910,2,"SAVINGS","1992-01-21","3+","RENEWED BASE","2018-02-02","2018-02-02","2019-03-02","BASE","BASE","N","2014-12-30","N","N"
"2018-01",50984,3,"BUSINESS","2005-01-09","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-09","BASE","BASE","N","?","N","N"
"2018-01",226921,2,"SAVINGS","2017-01-15","1","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-15","PLUS","PLUS","Y","?","Y","N"
"2018-01",45386,2,"SAVINGS","2004-05-05","3+","RENEWED BASE","2017-12-17","2017-12-17","2019-01-18","BASE","BASE","N","?","N","N"
"2018-01",56114,3,"BUSINESS","2005-07-10","3+","RENEWED BASE","2018-02-06","2018-02-06","2019-01-24","BASE","BASE","N","2015-06-28","N","N"
"2018-01",164012,2,"SAVINGS","2014-07-11","3+","RENEWED BASE","2018-02-14","2018-02-14","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",8480,3,"BUSINESS","2001-01-25","3+","UNRENEWED","2017-01-08","?","2018-01-25","BASE","?","N","?","N","N"
"2018-01",19997,2,"SAVINGS","1992-01-22","3+","RENEWED PLUS","2018-01-22","2018-01-22","2019-01-22","PLUS","PLUS","Y","2017-11-11","N","N"
"2018-01",246184,2,"SAVINGS","2017-01-28","1","RENEWED PLUS","2018-02-23","2018-02-23","2019-01-28","PLUS","PLUS","Y","?","N","N"
"2018-01",112913,2,"SAVINGS","2011-01-04","3+","RENEWED PLUS","2018-01-10","2018-01-10","2019-01-12","PLUS","PLUS","Y","2015-02-23","N","N"
"2018-01",71900,2,"SAVINGS","2007-01-19","3+","RENEWED PLUS","2018-01-19","2018-01-16","2019-01-19","PLUS","PLUS","Y","2010-02-02","Y","N"
"2018-01",71277,2,"SAVINGS","2007-01-14","3+","RENEWED PLUS","2017-12-21","2017-12-21","2019-01-06","PLUS","PLUS","Y","2015-08-15","N","N"
"2018-01",31852,2,"SAVINGS","2003-01-20","3+","UNRENEWED","2017-01-12","?","2018-01-20","BASE","?","N","?","N","N"
"2018-01",244455,2,"SAVINGS","2017-01-28","1","UNRENEWED","2017-01-28","?","2018-01-28","BASE","?","N","?","N","N"
"2018-01",7740,2,"SAVINGS","2001-01-11","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-11","BASE","BASE","N","?","N","N"
"2018-01",157886,3,"BUSINESS","2014-01-19","3+","RENEWED PLUS","2017-12-21","2017-12-21","2019-01-19","PLUS","PLUS","Y","2015-03-04","N","N"
"2018-01",172410,2,"SAVINGS","2015-01-07","3","RENEWED PLUS","2017-11-19","2017-11-19","2019-01-07","PLUS","PLUS","Y","2016-04-14","N","N"
"2018-01",68050,2,"SAVINGS","2006-10-31","3+","RENEWED BASE","2018-01-02","2018-01-02","2019-01-23","BASE","BASE","N","?","N","N"
"2018-01",213759,2,"SAVINGS","2017-01-07","1","UNRENEWED","2017-01-07","?","2018-01-07","BASE","?","N","?","N","N"
"2018-01",178242,2,"SAVINGS","2015-01-22","3","RENEWED BASE","2018-01-23","2018-01-23","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",170556,3,"BUSINESS","2015-01-02","3","RENEWED BASE","2018-01-08","2018-01-08","2019-01-02","BASE","BASE","N","?","N","N"
"2018-01",183563,3,"BUSINESS","2015-08-21","3","UNRENEWED","2017-01-13","?","2018-01-13","BASE","?","N","?","N","N"
"2018-01",171121,2,"SAVINGS","2015-01-03","3","RENEWED BASE","2018-05-13","2018-05-13","2019-05-13","PLUS","BASE","N","2017-04-27","N","N"
"2018-01",207907,2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-01-18","2018-01-18","2019-01-18","BASE","BASE","N","?","N","N"
"2018-01",95650,2,"SAVINGS","2009-01-31","3+","RENEWED BASE","2018-01-08","2018-01-08","2019-01-31","BASE","BASE","N","?","N","N"
"2018-01",191261,2,"SAVINGS","2016-01-08","2","RENEWED BASE","2016-12-16","2018-01-08","2019-01-08","BASE","BASE","N","?","Y","N"
"2018-01",74939,2,"SAVINGS","2007-05-25","3+","RENEWED BASE","2018-02-06","2018-02-06","2019-01-07","BASE","BASE","N","2014-03-11","N","N"
"2018-01",104915,2,"SAVINGS","2010-01-20","3+","RENEWED BASE","2017-12-28","2017-12-28","2019-01-20","BASE","BASE","N","?","N","N"
"2018-01",200893,2,"SAVINGS","2016-01-27","2","UNRENEWED","2016-02-15","?","2017-01-27","BASE","?","N","?","N","N"
"2018-01",188894,2,"SAVINGS","2016-01-04","2","RENEWED PLUS","2017-12-23","2017-12-23","2019-01-04","PLUS","PLUS","Y","?","N","Y"
"2018-01",245114,2,"SAVINGS","2017-01-28","1","RENEWED PLUS","2018-01-28","2018-01-28","2019-01-28","PLUS","PLUS","Y","?","Y","N"
"2018-01",39601,2,"SAVINGS","2003-12-29","3+","RENEWED PLUS","2018-01-05","2018-01-02","2019-01-05","PLUS","PLUS","Y","2011-11-18","Y","N"
"2018-01",227863,3,"BUSINESS","2017-01-16","1","RENEWED BASE","2018-02-06","2018-02-06","2019-01-16","PLUS","BASE","N","?","N","N"
"2018-01",234029,2,"SAVINGS","2017-01-20","1","RENEWED BASE","2017-01-20","2018-01-19","2019-01-20","BASE","BASE","N","?","Y","N"
"2018-01",26264,2,"SAVINGS","1993-10-09","3+","RENEWED BASE","2018-01-24","2018-01-24","2019-01-21","BASE","BASE","N","2010-06-14","N","N"
"2018-01",165138,2,"SAVINGS","2014-08-22","3+","RENEWED BASE","2018-05-25","2018-05-25","2019-05-25","BASE","BASE","N","?","N","N"
"2018-01",163993,2,"SAVINGS","2014-07-10","3+","RENEWED BASE","2018-03-02","2018-03-02","2019-01-31","BASE","BASE","Y","2018-08-27","N","N"
"2018-01",211433,3,"BUSINESS","2017-01-04","1","UNRENEWED","2017-01-04","?","2018-01-04","BASE","?","N","?","N","N"
"2018-01",77998,2,"SAVINGS","2007-11-23","3+","RENEWED BASE","2017-11-20","2017-11-20","2019-01-15","BASE","BASE","N","2012-03-13","N","N"
"2018-01",76834,2,"SAVINGS","1995-01-14","3+","RENEWED PLUS","2018-01-14","2018-01-11","2019-01-14","PLUS","PLUS","Y","2011-03-12","Y","N"
"2018-01",91752,2,"SAVINGS","2009-01-15","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-15","BASE","BASE","N","2015-09-09","N","N"
"2018-01",248341,2,"SAVINGS","2017-01-30","1","UNRENEWED","2017-01-30","?","2018-01-30","BASE","?","N","?","N","N"
"2018-01",133148,2,"SAVINGS","2012-06-01","3+","UNRENEWED","2018-09-14","?","2019-09-14","BASE","?","N","2013-03-21","N","N"
"2018-01",212881,3,"BUSINESS","2017-01-06","1","UNRENEWED","2017-01-06","?","2018-01-06","PLUS","?","Y","?","N","N"
"2018-01",132598,3,"BUSINESS","1996-01-31","3+","RENEWED BASE","2018-01-03","2018-01-03","2019-01-30","PLUS","BASE","N","2017-07-04","N","N"
"2018-01",51665,2,"SAVINGS","2005-01-14","3+","RENEWED PLUS","2018-01-14","2018-01-11","2019-01-14","PLUS","PLUS","Y","2014-03-22","Y","N"
"2018-01",146598,2,"SAVINGS","2013-06-05","3+","RENEWED BASE","2018-02-05","2018-02-05","2019-01-31","BASE","BASE","N","?","Y","N"
"2018-01",232275,2,"SAVINGS","2017-01-19","1","RENEWED PLUS","2018-02-03","2018-02-03","2019-01-19","PLUS","PLUS","Y","?","N","N"
"2018-01",138112,2,"SAVINGS","2013-01-04","3+","UNRENEWED","2017-01-14","?","2018-01-04","BASE","?","N","?","N","N"
"2018-01",127780,2,"SAVINGS","2012-01-16","3+","UNRENEWED","2017-01-26","?","2018-01-16","BASE","?","N","2014-11-15","N","N"
"2018-01",94128,2,"SAVINGS","2009-01-24","3+","RENEWED BASE","2018-01-24","2018-01-21","2019-01-24","BASE","BASE","N","?","Y","N"
"2018-01",127826,2,"SAVINGS","2012-01-17","3+","RENEWED PLUS","2017-12-07","2017-12-07","2019-01-17","PLUS","PLUS","Y","?","N","N"
"2018-01",32133,3,"BUSINESS","2003-01-22","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-22","BASE","BASE","N","?","N","N"
"2018-01",167434,2,"SAVINGS","2015-01-21","3","RENEWED BASE","2018-01-14","2018-01-14","2019-01-21","BASE","BASE","N","?","N","N"
"2018-01",51794,2,"SAVINGS","2005-01-15","3+","RENEWED PLUS","2018-01-12","2018-01-12","2019-01-14","PLUS","PLUS","Y","2015-10-30","Y","N"
"2018-01",193713,2,"SAVINGS","2016-01-13","2","RENEWED PLUS","2018-01-13","2018-01-10","2019-01-13","PLUS","PLUS","Y","?","Y","N"
"2018-01",49807,3,"BUSINESS","1992-01-19","3+","RENEWED PLUS","2017-12-11","2017-12-11","2019-01-19","PLUS","PLUS","Y","?","N","N"
"2018-01",227697,2,"SAVINGS","2017-01-15","1","RENEWED PLUS","2018-01-15","2018-01-12","2019-01-15","PLUS","PLUS","N","?","Y","N"
"2018-01",105492,2,"SAVINGS","2010-01-23","3+","RENEWED BASE","2018-01-23","2018-01-20","2019-01-23","BASE","BASE","N","?","Y","N"
"2018-01",159911,3,"BUSINESS","2014-01-26","3+","RENEWED BASE","2018-01-11","2018-01-11","2019-01-26","BASE","BASE","N","?","N","N"
"2018-01",147954,2,"SAVINGS","1998-01-13","3+","RENEWED BASE","2018-01-05","2018-01-05","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",151841,2,"SAVINGS","2013-12-26","3+","RENEWED BASE","2017-12-29","2017-12-29","2019-01-06","BASE","BASE","N","2014-11-08","N","N"
"2018-01",202996,3,"BUSINESS","2016-01-31","2","RENEWED PLUS","2018-02-02","2018-02-02","2019-01-31","PLUS","PLUS","Y","2016-09-17","N","N"
"2018-01",188186,2,"SAVINGS","2016-01-03","2","RENEWED BASE","2018-01-03","2017-12-31","2019-01-03","BASE","BASE","N","?","Y","N"
"2018-01",100815,3,"BUSINESS","2010-01-20","3+","RENEWED PLUS","2018-01-25","2018-01-25","2019-01-20","PLUS","PLUS","Y","?","N","N"
"2018-01",193544,2,"SAVINGS","2016-01-12","2","RENEWED BASE","2018-01-13","2018-01-13","2019-01-12","BASE","BASE","N","?","N","N"
"2018-01",127286,2,"SAVINGS","2012-01-14","3+","RENEWED PLUS","2018-01-06","2018-01-06","2019-01-14","PLUS","PLUS","Y","?","N","Y"
"2018-01",181676,2,"SAVINGS","2015-01-31","3","RENEWED PLUS","2018-01-31","2018-01-28","2019-01-31","PLUS","PLUS","Y","?","Y","N"
"2018-01",32840,2,"SAVINGS","2003-01-25","3+","RENEWED PLUS","2017-02-09","2018-01-30","2019-01-30","PLUS","PLUS","Y","2016-01-26","N","N"
"2018-01",219215,2,"SAVINGS","2017-01-11","1","UNRENEWED","2017-01-11","?","2018-01-11","PLUS","?","Y","?","N","N"
"2018-01",107662,2,"SAVINGS","2010-04-19","3+","RENEWED BASE","2018-02-27","2018-02-27","2019-01-20","BASE","BASE","N","2011-12-19","N","N"
"2018-01",189958,2,"SAVINGS","2016-01-06","2","RENEWED BASE","2018-01-06","2018-01-06","2019-01-06","BASE","BASE","N","?","Y","N"
"2018-01",71133,2,"SAVINGS","2007-01-13","3+","RENEWED PLUS","2018-01-13","2018-01-10","2019-01-13","PLUS","PLUS","Y","2010-12-01","Y","N"
"2018-01",17387,2,"SAVINGS","2002-01-26","3+","RENEWED BASE","2018-01-26","2018-01-23","2019-01-26","BASE","BASE","Y","2018-03-22","Y","N"
"2018-01",80154,2,"SAVINGS","1993-08-05","3+","RENEWED BASE","2017-02-18","2018-01-12","2019-01-29","BASE","BASE","N","?","N","N"
"2018-01",74855,3,"BUSINESS","1994-08-30","3+","RENEWED BASE","2018-04-26","2018-04-26","2019-04-26","BASE","BASE","N","?","N","N"
"2018-01",37821,3,"BUSINESS","2003-10-08","3+","RENEWED BASE","2017-12-26","2017-12-26","2019-01-15","BASE","BASE","N","?","N","N"
"2018-01",179891,2,"SAVINGS","2015-01-27","3","RENEWED BASE","2018-03-04","2018-03-04","2019-01-27","BASE","BASE","N","?","N","N"
"2018-01",239931,2,"SAVINGS","2017-01-25","1","RENEWED BASE","2018-03-02","2018-03-02","2019-01-25","BASE","BASE","N","?","N","N"
"2018-01",206434,2,"SAVINGS","2017-01-18","1","RENEWED BASE","2018-01-18","2018-01-18","2019-01-18","BASE","BASE","N","?","Y","N"
"2018-01",69955,3,"BUSINESS","2007-01-05","3+","RENEWED PLUS","2017-12-11","2017-12-11","2019-01-05","PLUS","PLUS","Y","2014-10-14","N","N"
"2018-01",12584,3,"BUSINESS","1992-01-20","3+","RENEWED BASE","2018-03-03","2018-03-03","2019-01-19","BASE","BASE","N","?","N","N"
"2018-01",26178,3,"BUSINESS","1991-08-28","3+","RENEWED PLUS","2018-02-01","2018-02-01","2019-01-25","PLUS","PLUS","Y","2017-10-27","N","N"
"2018-01",125850,2,"SAVINGS","2012-01-07","3+","RENEWED BASE","2017-01-10","2018-01-13","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",136314,2,"SAVINGS","2012-11-06","3+","UNRENEWED","2015-01-04","?","2018-01-03","PLUS","?","Y","2015-07-19","N","N"
"2018-01",154223,3,"BUSINESS","2014-01-09","3+","RENEWED BASE","2017-12-23","2017-12-23","2019-01-09","BASE","BASE","N","?","N","N"
"2018-01",136596,2,"SAVINGS","2012-11-19","3+","UNRENEWED","2017-02-21","?","2018-01-23","PLUS","?","Y","2015-01-23","N","N"
"2018-01",224280,2,"SAVINGS","2017-01-13","1","RENEWED BASE","2017-12-26","2017-12-26","2019-01-13","BASE","BASE","N","?","N","N"
"2018-01",160522,2,"SAVINGS","2014-01-30","3+","RENEWED PLUS","2018-01-15","2018-01-15","2019-01-30","PLUS","PLUS","Y","2015-09-27","N","N"
"2018-01",128253,3,"BUSINESS","2012-01-19","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-19","BASE","BASE","N","?","N","N"
"2018-01",163626,2,"SAVINGS","2014-06-21","3+","RENEWED BASE","2018-01-10","2018-01-10","2019-01-07","BASE","BASE","Y","2018-03-03","N","N"
"2018-01",81320,2,"SAVINGS","2008-01-20","3+","RENEWED BASE","2018-01-20","2018-01-20","2019-01-20","BASE","BASE","N","2012-08-11","Y","N"
"2018-01",22089,2,"SAVINGS","1992-01-03","3+","RENEWED BASE","2018-04-14","2018-04-14","2019-04-14","BASE","BASE","N","?","N","N"
"2018-01",230358,3,"BUSINESS","2017-01-18","1","RENEWED PLUS","2017-01-18","2018-01-17","2019-01-18","PLUS","PLUS","Y","?","Y","N"
"2018-01",116747,2,"SAVINGS","2011-01-24","3+","RENEWED PLUS","2018-03-16","2018-03-16","2019-01-24","PLUS","PLUS","Y","2017-06-09","N","N"
"2018-01",103854,2,"SAVINGS","2010-01-15","3+","RENEWED BASE","2018-01-06","2018-01-06","2019-01-15","BASE","BASE","N","?","N","Y"
"2018-01",106336,2,"SAVINGS","2010-01-30","3+","RENEWED BASE","2018-01-30","2018-01-30","2019-01-30","BASE","BASE","N","?","Y","N"
"2018-01",125765,2,"SAVINGS","2012-01-07","3+","RENEWED PLUS","2018-01-07","2018-01-04","2019-01-07","PLUS","PLUS","Y","2013-06-28","Y","N"
"2018-01",189874,2,"SAVINGS","2016-01-06","2","RENEWED BASE","2018-01-29","2018-01-29","2019-01-05","BASE","BASE","N","?","Y","N"
